CompanyYear,Operating Revenues (Sales),Total Assets,Total Current Assets,Total Current Liabilities,Equity Capital,Retained Earnings (End of Period),Operating Profit (Loss),Total Liabilities,Total Shareholders' Equity,Net Profit,Iran's GDP,z_score
تهران دارو_1307,1123034.0,2129142.0,1672123.0,1528250.0,40000.0,270911.0,147467.0,1794231.0,334911.0,105832.0,17556000000,1.088188205605889
سبحان انکولوژی_1302,969832.0,1684494.0,1256277.0,1286114.0,281000.0,87373.0,331436.0,1298423.0,386071.0,74625.0,10001801000,1.677944836825574
سبحان انکولوژی_1303,945090.0,1969196.0,1494021.0,1405135.0,381000.0,151083.0,328686.0,1415367.0,553829.0,80965.0,11551853000,1.606828873905426
سبحان انکولوژی_1304,945090.0,1972420.0,1497245.0,1408359.0,381000.0,151083.0,328686.0,1418591.0,553829.0,80965.0,11443030000,1.604047630844811
سبحان انکولوژی_1305,1197102.0,2592008.0,2095460.0,1938104.0,381000.0,163105.0,390364.0,1952406.0,639602.0,92865.0,13191562000,1.421326629946315
سبحان انکولوژی_1306,1247157.0,2571120.0,1931124.0,1844637.0,451000.0,54381.0,330664.0,1956775.0,614345.0,25140.0,15345033000,1.349395988984864
سبحان انکولوژی_1307,1543313.0,3060467.0,2262769.0,1930543.0,551000.0,138936.0,419633.0,2049404.0,1011063.0,112742.0,17556000000,1.550582977771888
toliddaroo_1301,500797.0,475023.0,417491.0,249973.0,100000.0,114274.0,147637.0,250749.0,224274.0,99558.0,7342514000,3.207623750553848
toliddaroo_1302,793834.0,808166.0,712555.0,426272.0,100000.0,246658.0,326901.0,426863.0,381303.0,240482.0,10001801000,3.429585331474145
toliddaroo_1303,1005242.0,1055151.0,919067.0,560988.0,130000.0,318996.0,388262.0,563155.0,491996.0,285338.0,11551853000,3.264302648909546
toliddaroo_1304,1196232.0,1362753.0,1137427.0,847252.0,230000.0,257377.0,388092.0,852376.0,510377.0,268494.0,11443030000,2.645974366012561
toliddaroo_1305,1381387.0,1908752.0,1603199.0,1260861.0,300000.0,307653.0,473187.0,1271099.0,637653.0,301076.0,13191562000,2.259489006765123
toliddaroo_1306,1216775.0,2033494.0,1492295.0,919457.0,370000.0,77769.0,277470.0,1550022.0,483472.0,114069.0,15345033000,1.636030315090596
toliddaroo_1307,1260681.0,2178698.0,1624790.0,1014259.0,370000.0,100644.0,319206.0,1671054.0,507644.0,98172.0,17556000000,1.630898320374903
